session_id,date,day_index,device,user_type,arm,converted,page_load_ms
72,2026-06-01,0,desktop,new,treatment,0,1468.9
73,2026-06-01,0,mobile,returning,treatment,0,2780.7
74,2026-06-01,0,desktop,returning,control,0,1403.5
75,2026-06-01,0,desktop,returning,control,0,2336.3
76,2026-06-01,0,desktop,new,control,0,1433.6
77,2026-06-01,0,mobile,returning,treatment,0,1685.5
78,2026-06-01,0,mobile,returning,control,0,1112.9
79,2026-06-01,0,desktop,new,control,0,1443.2
80,2026-06-01,0,mobile,returning,treatment,0,1929.5
81,2026-06-01,0,desktop,new,control,0,1320.5
82,2026-06-01,0,mobile,new,control,0,1335.2
83,2026-06-01,0,desktop,new,control,0,1462.3
84,2026-06-01,0,desktop,returning,treatment,0,2045.9
85,2026-06-01,0,desktop,returning,treatment,0,1249.4
86,2026-06-01,0,mobile,returning,control,0,2017.0
87,2026-06-01,0,desktop,new,control,0,1717.2
88,2026-06-01,0,mobile,new,control,0,2032.6
89,2026-06-01,0,desktop,returning,treatment,0,1408.7
90,2026-06-01,0,desktop,returning,control,0,1523.2
91,2026-06-01,0,mobile,returning,treatment,1,2038.1
92,2026-06-01,0,mobile,new,treatment,0,1995.9
93,2026-06-01,0,mobile,returning,treatment,0,1569.8
94,2026-06-01,0,mobile,returning,treatment,0,1624.3
95,2026-06-01,0,desktop,returning,control,0,1604.3
96,2026-06-01,0,desktop,returning,treatment,0,2690.0
97,2026-06-01,0,mobile,returning,control,0,1827.0
98,2026-06-01,0,mobile,returning,treatment,0,2323.8
99,2026-06-01,0,desktop,new,treatment,0,1419.3
100,2026-06-01,0,mobile,returning,treatment,0,1444.6
101,2026-06-01,0,mobile,new,control,0,963.7
102,2026-06-01,0,desktop,returning,control,0,1550.8
103,2026-06-01,0,desktop,new,control,1,1666.0
104,2026-06-01,0,mobile,new,treatment,0,2872.4
105,2026-06-01,0,desktop,returning,control,0,1906.6
106,2026-06-01,0,mobile,new,control,0,2610.2
107,2026-06-01,0,mobile,new,control,1,1310.9
108,2026-06-01,0,mobile,returning,control,0,1556.0
109,2026-06-01,0,mobile,returning,control,0,1749.7
110,2026-06-01,0,desktop,new,treatment,0,1757.4
111,2026-06-01,0,desktop,returning,control,0,1373.4
112,2026-06-01,0,desktop,returning,control,0,1151.4
113,2026-06-01,0,mobile,returning,control,0,2255.2
114,2026-06-01,0,mobile,new,control,0,1928.1
115,2026-06-01,0,desktop,new,treatment,0,1583.8
116,2026-06-01,0,desktop,returning,treatment,0,1645.4
117,2026-06-01,0,desktop,returning,control,0,1638.3
118,2026-06-01,0,desktop,returning,control,0,1995.5
119,2026-06-01,0,desktop,new,control,0,1275.3
120,2026-06-01,0,mobile,new,control,0,2212.1
121,2026-06-01,0,mobile,returning,treatment,0,2656.9
122,2026-06-01,0,desktop,returning,control,0,1545.0
123,2026-06-01,0,mobile,new,treatment,0,1467.5
124,2026-06-01,0,desktop,returning,control,0,1476.4
125,2026-06-01,0,mobile,returning,control,1,1962.8
126,2026-06-01,0,desktop,new,treatment,0,2050.0
127,2026-06-01,0,mobile,returning,treatment,0,1836.0
128,2026-06-01,0,desktop,new,treatment,0,1189.0
129,2026-06-01,0,mobile,new,control,0,2906.0
130,2026-06-01,0,mobile,returning,treatment,0,1371.7
131,2026-06-01,0,mobile,returning,treatment,0,2897.1
132,2026-06-01,0,mobile,new,treatment,0,2087.1
133,2026-06-01,0,mobile,returning,control,0,1516.9
134,2026-06-01,0,mobile,returning,treatment,0,2231.8
135,2026-06-01,0,mobile,returning,control,0,1581.1
136,2026-06-01,0,mobile,new,treatment,0,2184.7
137,2026-06-01,0,desktop,returning,control,0,1606.4
138,2026-06-01,0,desktop,returning,control,0,1272.1
139,2026-06-01,0,mobile,returning,treatment,0,1828.2
140,2026-06-01,0,mobile,returning,treatment,0,1673.5
141,2026-06-01,0,mobile,new,treatment,0,1920.4
142,2026-06-01,0,mobile,new,treatment,0,2528.4
143,2026-06-01,0,desktop,new,treatment,0,1751.5
144,2026-06-01,0,mobile,new,control,1,1766.2
145,2026-06-01,0,mobile,new,treatment,0,1603.0
146,2026-06-01,0,mobile,new,treatment,0,1638.4
147,2026-06-01,0,mobile,new,control,1,1446.1
148,2026-06-01,0,desktop,new,treatment,0,1614.9
149,2026-06-01,0,mobile,new,treatment,1,1224.3
150,2026-06-01,0,mobile,returning,control,0,1890.7
151,2026-06-01,0,desktop,returning,treatment,0,1248.0
152,2026-06-01,0,mobile,returning,treatment,0,2972.8
153,2026-06-01,0,mobile,returning,treatment,0,2212.5
154,2026-06-01,0,mobile,returning,treatment,1,2163.5
155,2026-06-01,0,mobile,new,treatment,0,2906.0
156,2026-06-01,0,desktop,new,control,0,1403.7
157,2026-06-01,0,mobile,returning,treatment,0,1507.1
158,2026-06-01,0,mobile,new,control,0,1854.7
159,2026-06-01,0,desktop,returning,control,0,1354.2
160,2026-06-01,0,mobile,returning,treatment,0,1354.8
161,2026-06-01,0,mobile,returning,treatment,0,2024.5
162,2026-06-01,0,desktop,returning,treatment,0,2016.3
163,2026-06-01,0,desktop,returning,control,0,1468.5
164,2026-06-01,0,mobile,returning,control,0,1611.3
165,2026-06-01,0,desktop,new,control,0,1089.6
166,2026-06-01,0,mobile,new,control,0,1432.7
167,2026-06-01,0,mobile,returning,control,0,1802.7
168,2026-06-01,0,desktop,returning,control,0,1092.4
169,2026-06-01,0,desktop,returning,control,0,1916.5
170,2026-06-01,0,desktop,new,control,0,2059.1
171,2026-06-01,0,desktop,new,treatment,0,1831.9
172,2026-06-01,0,mobile,returning,control,0,2259.4
173,2026-06-01,0,mobile,new,treatment,0,2204.0
174,2026-06-01,0,mobile,returning,treatment,1,1981.6
175,2026-06-01,0,desktop,new,treatment,0,1388.9
176,2026-06-01,0,mobile,new,treatment,0,2354.0
177,2026-06-01,0,desktop,returning,treatment,0,1446.9
178,2026-06-01,0,desktop,returning,control,0,1096.4
179,2026-06-01,0,desktop,new,treatment,0,1381.5
180,2026-06-01,0,mobile,returning,control,0,1691.0
181,2026-06-01,0,mobile,new,control,0,1530.3
182,2026-06-01,0,mobile,new,treatment,0,1943.2
183,2026-06-01,0,mobile,returning,treatment,0,1515.6
184,2026-06-01,0,mobile,returning,treatment,0,2268.2
185,2026-06-01,0,mobile,returning,control,0,1496.8
186,2026-06-01,0,mobile,new,treatment,0,1658.7
187,2026-06-01,0,desktop,returning,control,0,1348.7
188,2026-06-01,0,mobile,returning,treatment,1,2215.3
189,2026-06-01,0,mobile,returning,treatment,0,1558.3
190,2026-06-01,0,mobile,new,treatment,0,2439.4
191,2026-06-01,0,desktop,returning,treatment,0,1635.5
192,2026-06-01,0,desktop,returning,control,0,1546.3
193,2026-06-01,0,desktop,new,treatment,0,1365.6
194,2026-06-01,0,desktop,returning,control,0,1440.9
195,2026-06-01,0,mobile,returning,treatment,0,1897.4
196,2026-06-01,0,mobile,returning,treatment,0,1960.9
197,2026-06-01,0,mobile,returning,treatment,0,2559.5
198,2026-06-01,0,desktop,returning,treatment,0,1084.7
199,2026-06-01,0,mobile,returning,control,1,1358.3
200,2026-06-01,0,desktop,returning,control,0,1258.9
201,2026-06-01,0,mobile,returning,treatment,0,1959.4
202,2026-06-01,0,desktop,returning,control,0,1678.2
203,2026-06-01,0,desktop,new,treatment,0,1520.0
204,2026-06-01,0,mobile,returning,control,0,2010.8
205,2026-06-01,0,mobile,new,control,0,1470.0
206,2026-06-01,0,desktop,new,treatment,0,1740.9
207,2026-06-01,0,desktop,returning,treatment,0,955.3
208,2026-06-01,0,desktop,returning,treatment,0,1911.8
209,2026-06-01,0,desktop,new,control,1,1246.5
210,2026-06-01,0,desktop,returning,treatment,0,1763.1
211,2026-06-01,0,mobile,returning,treatment,0,1697.3
212,2026-06-01,0,mobile,returning,control,0,2036.9
213,2026-06-01,0,desktop,returning,control,0,1034.0
214,2026-06-01,0,mobile,returning,treatment,0,2213.6
215,2026-06-01,0,mobile,new,control,0,1605.5
216,2026-06-01,0,mobile,new,control,0,1818.8
217,2026-06-01,0,desktop,new,treatment,0,1242.6
218,2026-06-01,0,mobile,returning,control,0,2536.9
219,2026-06-01,0,mobile,new,control,0,1895.5
220,2026-06-01,0,desktop,new,control,0,1317.3
221,2026-06-01,0,desktop,returning,control,0,1211.8
222,2026-06-01,0,desktop,returning,treatment,0,1881.9
223,2026-06-01,0,mobile,returning,treatment,1,2250.4
224,2026-06-01,0,mobile,returning,control,0,2464.5
225,2026-06-01,0,mobile,returning,control,0,1754.7
226,2026-06-01,0,mobile,returning,treatment,0,2168.9
227,2026-06-01,0,mobile,new,treatment,0,1905.8
228,2026-06-01,0,mobile,returning,control,0,1753.4
229,2026-06-01,0,desktop,returning,control,0,1897.3
230,2026-06-01,0,mobile,returning,treatment,0,1968.4
231,2026-06-01,0,desktop,returning,treatment,0,1347.9
232,2026-06-01,0,desktop,new,treatment,0,1900.7
233,2026-06-01,0,desktop,new,control,0,1237.3
234,2026-06-01,0,mobile,new,control,0,1079.0
235,2026-06-01,0,mobile,new,control,0,1327.9
236,2026-06-01,0,desktop,returning,control,0,1278.8
237,2026-06-01,0,mobile,returning,treatment,0,1611.6
238,2026-06-01,0,desktop,returning,control,0,1517.5
239,2026-06-01,0,mobile,new,control,0,2126.4
240,2026-06-01,0,mobile,new,control,0,2117.1
241,2026-06-01,0,desktop,returning,treatment,0,1791.5
242,2026-06-01,0,mobile,returning,treatment,0,2782.8
243,2026-06-01,0,mobile,new,treatment,0,1962.5
244,2026-06-01,0,desktop,new,treatment,1,2509.3
245,2026-06-01,0,mobile,returning,treatment,0,1715.6
246,2026-06-01,0,mobile,new,treatment,0,1543.1
247,2026-06-01,0,desktop,returning,control,0,1663.0
248,2026-06-01,0,mobile,returning,treatment,0,2270.2
249,2026-06-01,0,desktop,new,control,0,1426.9
250,2026-06-01,0,mobile,returning,treatment,0,2299.7
251,2026-06-01,0,mobile,returning,control,0,1646.0
252,2026-06-01,0,mobile,returning,control,0,1781.5
253,2026-06-01,0,mobile,returning,control,0,1977.1
254,2026-06-01,0,desktop,new,treatment,0,2227.3
255,2026-06-01,0,mobile,returning,treatment,0,1819.2
256,2026-06-01,0,desktop,new,control,0,1615.3
257,2026-06-01,0,desktop,new,control,0,1519.7
258,2026-06-01,0,desktop,new,treatment,0,1645.5
259,2026-06-01,0,mobile,returning,control,0,2204.0
260,2026-06-01,0,mobile,returning,treatment,0,3119.1
261,2026-06-01,0,desktop,new,treatment,0,950.9
262,2026-06-01,0,mobile,returning,control,0,1434.1
263,2026-06-01,0,desktop,returning,treatment,0,1738.8
264,2026-06-01,0,mobile,returning,control,0,2426.4
265,2026-06-01,0,mobile,returning,treatment,0,1730.2
266,2026-06-01,0,mobile,new,control,1,2009.6
267,2026-06-01,0,mobile,returning,treatment,0,1997.4
268,2026-06-01,0,desktop,new,treatment,0,1070.9
269,2026-06-01,0,mobile,new,treatment,1,2434.2
270,2026-06-01,0,mobile,returning,control,1,2138.1
271,2026-06-01,0,desktop,returning,treatment,0,1673.0
272,2026-06-01,0,mobile,returning,control,1,1574.7
273,2026-06-01,0,mobile,returning,treatment,0,1510.7
274,2026-06-01,0,mobile,new,control,0,1703.0
275,2026-06-01,0,desktop,returning,treatment,0,1858.3
276,2026-06-01,0,desktop,new,treatment,0,1185.4
277,2026-06-01,0,mobile,returning,control,0,2220.2
278,2026-06-01,0,desktop,returning,treatment,0,1716.7
279,2026-06-01,0,mobile,returning,control,0,984.6
280,2026-06-01,0,mobile,new,treatment,0,2641.9
281,2026-06-01,0,mobile,returning,treatment,0,2778.2
282,2026-06-01,0,mobile,new,treatment,0,2291.8
283,2026-06-01,0,mobile,returning,control,0,1722.7
284,2026-06-01,0,mobile,new,treatment,0,2123.5
285,2026-06-01,0,mobile,returning,treatment,0,3278.2
286,2026-06-01,0,desktop,returning,treatment,1,2480.6
287,2026-06-01,0,mobile,returning,treatment,0,1916.9
288,2026-06-01,0,mobile,new,control,0,2217.9
289,2026-06-01,0,mobile,returning,treatment,0,1636.2
290,2026-06-01,0,mobile,returning,control,0,1679.3
291,2026-06-01,0,desktop,returning,treatment,0,1644.4
292,2026-06-01,0,desktop,new,control,1,2335.3
293,2026-06-01,0,mobile,returning,treatment,1,2245.5
294,2026-06-01,0,desktop,returning,treatment,0,2519.3
295,2026-06-01,0,desktop,new,control,0,1193.7
296,2026-06-01,0,mobile,returning,control,0,1394.0
297,2026-06-01,0,mobile,new,control,0,2369.5
298,2026-06-01,0,desktop,returning,control,0,2220.2
299,2026-06-01,0,desktop,new,treatment,0,1719.4
300,2026-06-01,0,desktop,returning,control,0,1698.3
301,2026-06-01,0,mobile,new,treatment,0,1997.3
302,2026-06-01,0,desktop,returning,treatment,0,1630.8
303,2026-06-01,0,desktop,returning,treatment,0,1324.0
304,2026-06-01,0,mobile,new,treatment,0,1262.6
305,2026-06-01,0,desktop,new,treatment,0,1713.7
306,2026-06-01,0,mobile,new,treatment,0,1715.1
307,2026-06-01,0,mobile,returning,control,0,1010.3
308,2026-06-01,0,desktop,returning,control,0,1822.4
309,2026-06-01,0,mobile,returning,treatment,0,2148.6
310,2026-06-01,0,desktop,returning,treatment,0,1791.2
311,2026-06-01,0,desktop,returning,control,0,1684.1
312,2026-06-01,0,mobile,new,control,0,1250.3
313,2026-06-01,0,desktop,new,treatment,0,1295.2
314,2026-06-01,0,desktop,returning,control,0,1192.7
315,2026-06-01,0,mobile,returning,treatment,0,2070.0
316,2026-06-01,0,desktop,returning,treatment,0,1176.0
317,2026-06-01,0,mobile,returning,treatment,0,1912.4
318,2026-06-01,0,desktop,new,control,0,1409.1
319,2026-06-01,0,desktop,returning,treatment,0,1468.7
320,2026-06-01,0,desktop,new,treatment,0,906.9
321,2026-06-01,0,mobile,new,treatment,0,1471.9
322,2026-06-01,0,desktop,returning,control,0,1502.4
323,2026-06-01,0,desktop,new,control,0,1796.2
324,2026-06-01,0,mobile,new,treatment,0,2244.6
325,2026-06-01,0,desktop,returning,control,0,1324.4
326,2026-06-01,0,mobile,new,control,0,3512.5
327,2026-06-01,0,desktop,new,treatment,0,1534.6
328,2026-06-01,0,desktop,new,control,0,835.9
329,2026-06-01,0,mobile,new,control,0,1541.0
330,2026-06-01,0,desktop,new,control,0,949.4
331,2026-06-01,0,mobile,returning,control,0,2066.5
332,2026-06-01,0,desktop,new,treatment,0,1537.0
333,2026-06-01,0,mobile,returning,treatment,0,1795.6
334,2026-06-01,0,mobile,returning,control,0,1310.5
335,2026-06-01,0,desktop,returning,control,0,2366.9
336,2026-06-01,0,mobile,returning,treatment,0,1722.2
337,2026-06-01,0,mobile,returning,treatment,0,1968.2
338,2026-06-01,0,desktop,returning,treatment,0,1064.8
339,2026-06-01,0,desktop,returning,control,1,1006.3
340,2026-06-01,0,desktop,returning,treatment,1,1748.7
341,2026-06-01,0,desktop,new,treatment,0,1350.4
342,2026-06-01,0,desktop,new,control,0,1456.0
343,2026-06-01,0,mobile,returning,control,0,1262.2
344,2026-06-01,0,mobile,returning,control,0,1109.2
345,2026-06-01,0,mobile,returning,treatment,0,2514.9
346,2026-06-01,0,desktop,returning,treatment,0,1481.6
347,2026-06-01,0,desktop,returning,control,0,1599.8
348,2026-06-01,0,mobile,new,treatment,1,3064.3
349,2026-06-01,0,mobile,new,control,0,1880.1
350,2026-06-01,0,desktop,returning,control,0,1019.4
351,2026-06-01,0,mobile,new,treatment,0,1676.0
352,2026-06-01,0,mobile,new,treatment,0,1504.1
353,2026-06-01,0,desktop,returning,treatment,0,1363.2
354,2026-06-01,0,mobile,returning,control,0,1633.5
355,2026-06-01,0,mobile,returning,control,0,1474.7
356,2026-06-01,0,mobile,returning,control,0,1466.1
357,2026-06-01,0,mobile,returning,treatment,0,1640.3
358,2026-06-01,0,desktop,new,control,0,1422.4
359,2026-06-01,0,mobile,returning,control,0,1375.6
360,2026-06-01,0,mobile,returning,control,1,1889.3
361,2026-06-01,0,mobile,returning,treatment,0,2562.0
362,2026-06-01,0,mobile,new,treatment,1,2003.8
363,2026-06-01,0,mobile,returning,control,1,1721.5
364,2026-06-01,0,mobile,returning,treatment,0,2212.5
365,2026-06-01,0,desktop,returning,control,0,1554.9
366,2026-06-01,0,mobile,returning,control,0,1198.3
367,2026-06-01,0,mobile,new,treatment,0,2323.1
368,2026-06-01,0,desktop,returning,control,0,1658.2
369,2026-06-01,0,mobile,returning,control,0,2235.6
370,2026-06-01,0,desktop,returning,control,0,1417.8
371,2026-06-01,0,mobile,returning,control,0,1941.6
372,2026-06-01,0,mobile,returning,treatment,0,2012.1
373,2026-06-01,0,mobile,returning,treatment,0,2021.7
374,2026-06-01,0,desktop,new,treatment,0,1598.3
375,2026-06-01,0,mobile,new,treatment,0,1934.1
376,2026-06-01,0,desktop,new,control,0,1102.8
377,2026-06-01,0,mobile,returning,control,1,1766.9
378,2026-06-01,0,desktop,returning,treatment,0,1342.4
379,2026-06-01,0,desktop,returning,control,0,1643.8
380,2026-06-01,0,mobile,new,treatment,1,2744.6
381,2026-06-01,0,desktop,new,treatment,0,1202.1
382,2026-06-01,0,desktop,returning,control,0,1178.4
383,2026-06-01,0,desktop,new,treatment,0,1079.9
384,2026-06-01,0,mobile,new,control,0,2341.7
385,2026-06-01,0,desktop,new,control,0,1410.0
386,2026-06-01,0,desktop,returning,control,0,1566.2
387,2026-06-01,0,mobile,returning,control,0,1615.5
388,2026-06-01,0,desktop,new,control,0,1754.9
389,2026-06-01,0,desktop,returning,control,0,1231.4
390,2026-06-01,0,desktop,new,treatment,0,1389.9
391,2026-06-01,0,desktop,returning,treatment,0,1507.9
392,2026-06-01,0,desktop,new,control,0,1429.5
393,2026-06-01,0,desktop,returning,treatment,1,1287.3
394,2026-06-01,0,mobile,new,treatment,0,2118.6
395,2026-06-01,0,mobile,returning,control,0,2259.1
396,2026-06-01,0,desktop,returning,treatment,0,1319.4
397,2026-06-01,0,mobile,new,control,1,1949.6
398,2026-06-01,0,mobile,returning,treatment,0,1876.3
399,2026-06-01,0,mobile,returning,treatment,0,1323.5
400,2026-06-01,0,mobile,new,treatment,0,1774.4
401,2026-06-01,0,mobile,returning,control,1,1932.5
402,2026-06-01,0,mobile,returning,treatment,0,2263.1
403,2026-06-01,0,mobile,returning,control,0,1977.9
404,2026-06-01,0,desktop,returning,control,1,1209.2
405,2026-06-01,0,mobile,new,treatment,0,1966.1
406,2026-06-01,0,mobile,returning,treatment,0,2967.6
407,2026-06-01,0,mobile,new,treatment,0,2078.8
408,2026-06-01,0,mobile,new,treatment,0,2013.7
409,2026-06-01,0,desktop,new,control,0,1012.8
410,2026-06-01,0,mobile,returning,treatment,0,2676.7
411,2026-06-01,0,mobile,new,treatment,0,2360.5
412,2026-06-01,0,desktop,new,control,0,1715.1
413,2026-06-01,0,mobile,returning,treatment,0,1612.9
414,2026-06-01,0,desktop,new,control,0,1657.3
415,2026-06-01,0,mobile,new,treatment,0,2031.1
416,2026-06-01,0,desktop,returning,control,0,1100.8
417,2026-06-01,0,desktop,new,treatment,0,1419.2
418,2026-06-01,0,mobile,returning,treatment,0,1922.5
419,2026-06-01,0,mobile,new,treatment,0,2032.4
420,2026-06-01,0,mobile,new,treatment,0,1641.2
421,2026-06-01,0,mobile,new,treatment,0,2513.5
422,2026-06-01,0,desktop,returning,control,0,1551.8
423,2026-06-01,0,desktop,returning,control,0,1429.4
424,2026-06-01,0,desktop,new,control,0,1966.1
425,2026-06-01,0,desktop,new,control,1,1316.5
426,2026-06-01,0,desktop,returning,control,0,1466.6
427,2026-06-01,0,mobile,new,treatment,0,2235.4
428,2026-06-01,0,mobile,returning,treatment,0,2379.1
429,2026-06-01,0,mobile,returning,treatment,0,1994.9
430,2026-06-01,0,mobile,new,control,0,2340.2
431,2026-06-01,0,mobile,returning,control,0,1551.9
432,2026-06-01,0,mobile,returning,treatment,0,2647.9
433,2026-06-01,0,mobile,returning,treatment,0,1713.4
434,2026-06-01,0,mobile,returning,control,1,1902.6
435,2026-06-01,0,mobile,returning,treatment,0,2108.8
436,2026-06-01,0,mobile,new,control,0,1570.7
437,2026-06-01,0,mobile,new,control,0,2463.1
438,2026-06-01,0,mobile,returning,treatment,1,1378.1
439,2026-06-01,0,desktop,new,treatment,0,1422.1
440,2026-06-01,0,mobile,returning,treatment,0,2244.5
441,2026-06-01,0,mobile,returning,treatment,0,1332.4
442,2026-06-01,0,desktop,returning,control,0,1262.9
443,2026-06-01,0,mobile,returning,treatment,1,1611.2
444,2026-06-01,0,mobile,new,treatment,0,2013.5
445,2026-06-01,0,mobile,new,control,0,1887.3
446,2026-06-01,0,desktop,returning,control,0,1541.5
447,2026-06-01,0,mobile,returning,control,0,2458.0
448,2026-06-01,0,mobile,returning,treatment,0,1964.4
449,2026-06-01,0,desktop,returning,control,0,1426.7
450,2026-06-01,0,desktop,returning,treatment,0,1725.5
451,2026-06-01,0,desktop,returning,treatment,0,1144.5
452,2026-06-01,0,desktop,new,treatment,0,1489.2
453,2026-06-01,0,mobile,new,control,0,1361.5
454,2026-06-01,0,mobile,new,treatment,0,1703.9
455,2026-06-01,0,mobile,returning,control,0,2146.2
456,2026-06-01,0,mobile,returning,treatment,0,2119.2
457,2026-06-01,0,desktop,returning,control,1,1443.2
458,2026-06-01,0,mobile,new,treatment,0,1914.8
459,2026-06-01,0,mobile,returning,treatment,1,2306.3
460,2026-06-01,0,mobile,new,control,0,2801.5
461,2026-06-01,0,desktop,returning,control,0,1785.3
462,2026-06-01,0,mobile,returning,control,0,3053.3
463,2026-06-01,0,desktop,new,treatment,1,1979.1
464,2026-06-01,0,mobile,returning,treatment,0,1701.9
465,2026-06-01,0,mobile,new,treatment,0,1093.1
466,2026-06-01,0,mobile,returning,control,0,1855.5
467,2026-06-01,0,desktop,new,control,1,1891.9
468,2026-06-01,0,desktop,returning,control,0,1530.5
469,2026-06-01,0,mobile,returning,treatment,0,2579.6
470,2026-06-01,0,mobile,new,treatment,0,2773.6
471,2026-06-01,0,mobile,returning,control,0,1959.2
472,2026-06-01,0,mobile,new,control,0,2222.8
473,2026-06-01,0,desktop,new,control,0,890.9
474,2026-06-01,0,mobile,returning,control,0,1588.8
475,2026-06-01,0,mobile,returning,control,0,1834.9
476,2026-06-01,0,desktop,returning,treatment,0,1631.2
477,2026-06-01,0,mobile,returning,control,0,1712.0
478,2026-06-01,0,mobile,returning,treatment,0,1843.1
479,2026-06-01,0,mobile,returning,treatment,0,1957.2
480,2026-06-01,0,mobile,returning,control,1,1586.3
481,2026-06-01,0,desktop,returning,control,0,999.2
482,2026-06-01,0,mobile,returning,control,0,2143.1
483,2026-06-01,0,mobile,returning,control,0,1284.0
484,2026-06-01,0,mobile,returning,control,1,1776.9
485,2026-06-01,0,desktop,returning,control,0,1489.3
486,2026-06-01,0,desktop,returning,control,0,974.4
487,2026-06-01,0,mobile,returning,control,0,1517.3
488,2026-06-01,0,desktop,new,control,0,1886.9
489,2026-06-01,0,desktop,new,treatment,0,1008.6
490,2026-06-01,0,mobile,new,treatment,0,2575.9
491,2026-06-01,0,mobile,returning,control,0,1323.5
492,2026-06-01,0,mobile,returning,treatment,0,1625.8
493,2026-06-01,0,mobile,returning,control,0,2303.0
494,2026-06-01,0,desktop,returning,control,0,1647.4
495,2026-06-01,0,desktop,returning,treatment,0,1799.0
496,2026-06-01,0,desktop,new,treatment,0,1266.2
497,2026-06-01,0,mobile,returning,treatment,0,1338.4
498,2026-06-01,0,mobile,new,control,0,1424.2
499,2026-06-01,0,mobile,new,treatment,0,2321.9
500,2026-06-01,0,desktop,returning,treatment,0,1727.3
501,2026-06-01,0,desktop,returning,control,0,1655.6
502,2026-06-01,0,mobile,returning,control,0,1835.5
503,2026-06-01,0,mobile,returning,control,0,2505.0
504,2026-06-01,0,mobile,returning,treatment,0,1720.1
505,2026-06-01,0,mobile,new,control,0,1801.0
